TagID,EnergyArt,Brand_Type,Date,Time,TotalVolumeHLT,EnergyUsedAdjusted
782,CO2,,2019-05-07 00:00:00,19,,366.00
782,CO2,Læsk,2019-05-28 00:00:00,0,889.5772,366.00
782,CO2,Cider,2019-05-31 00:00:00,7,419.86080000000004,366.00
782,CO2,,2019-05-08 00:00:00,6,,365.00
782,CO2,Cider,2019-05-24 00:00:00,11,319.68,364.00
782,CO2,Læsk,2019-05-26 00:00:00,17,258.7464,364.00
782,CO2,Læsk,2019-05-03 00:00:00,17,149.68800000000002,363.00
782,CO2,Læsk,2019-05-14 00:00:00,0,1385.761799999998,361.00
782,CO2,Cider,2019-05-24 00:00:00,7,169.00799999999998,361.00
782,CO2,Cider,2019-05-29 00:00:00,17,250.56,361.00
782,CO2,Læsk,2019-05-14 00:00:00,23,969.5976,360.00
782,CO2,Læsk,2019-05-03 00:00:00,14,206.71200000000002,359.00
782,CO2,Øl,2019-05-24 00:00:00,22,195.274,358.00
782,CO2,Læsk,2019-05-28 00:00:00,14,944.1768000000001,358.00
782,CO2,Læsk,2019-05-15 00:00:00,12,816.7572,356.00
782,CO2,Øl,2019-05-25 00:00:00,1,244.96,354.00
782,CO2,,2019-05-30 00:00:00,23,,354.00
782,CO2,,2019-05-30 00:00:00,14,,353.00
782,CO2,,2019-05-23 00:00:00,19,,351.00
782,CO2,Øl,2019-05-25 00:00:00,4,383.856,348.00
782,CO2,Læsk,2019-05-18 00:00:00,0,548.856,347.00
782,CO2,Læsk,2019-05-19 00:00:00,10,200.93040000000002,347.00
782,CO2,Cider,2019-05-24 00:00:00,3,360.072,347.00
782,CO2,Cider,2019-05-29 00:00:00,13,232.07999999999998,347.00
782,CO2,Cider,2019-05-09 00:00:00,15,285.12,346.00
782,CO2,Cider,2019-05-24 00:00:00,1,267.84000000000003,343.00
782,CO2,,2019-05-02 00:00:00,15,,341.00
782,CO2,Læsk,2019-05-27 00:00:00,8,211.7016,340.00
782,CO2,Cider,2019-05-07 00:00:00,1,259.20000000000005,336.00
782,CO2,Cider,2019-05-29 00:00:00,19,259.20000000000005,335.00
782,CO2,Cider,2019-05-08 00:00:00,14,224.64000000000001,334.00
782,CO2,,2019-05-23 00:00:00,23,,334.00
782,CO2,Læsk,2019-05-02 00:00:00,23,256.6776,333.00
782,CO2,Læsk,2019-05-06 00:00:00,6,183.744,333.00
782,CO2,Læsk,2019-05-03 00:00:00,1,477.072,331.00
782,CO2,Øl,2019-05-25 00:00:00,5,322.60799999999995,331.00
782,CO2,Læsk,2019-05-19 00:00:00,15,249.48000000000005,330.00
782,CO2,Cider,2019-05-24 00:00:00,5,607.8240000000001,327.00
